,name,total.pop,white,black,hispanic,asian
960,"kentucky,allen",19956,96.2,2.1,1.5,0.2
961,"kentucky,anderson",21421,94.8,3.3,1.3,0.5
962,"kentucky,ballard",8249,94.1,4.7,1.1,0.2
963,"kentucky,barren",42173,91.5,5.5,2.6,0.4
964,"kentucky,bath",11591,96,2.4,1.4,0.1
965,"kentucky,bell",28691,95.1,3.8,0.7,0.3
966,"kentucky,boone",118811,90,4.3,3.5,2.1
967,"kentucky,bourbon",19985,85.2,7.8,6.8,0.3
968,"kentucky,boyd",49542,93.8,4.2,1.4,0.5
969,"kentucky,boyle",28432,86.9,9.6,2.8,0.8
970,"kentucky,bracken",8488,97.2,1.4,1.1,0.1
971,"kentucky,breathitt",13878,97.8,0.8,0.6,0.5
972,"kentucky,breckinridge",20059,95.4,3.3,0.9,0.2
973,"kentucky,bullitt",74319,96,1.8,1.4,0.5
974,"kentucky,butler",12690,96,1.3,2.5,0.2
975,"kentucky,caldwell",12984,92.1,6.5,1,0.3
976,"kentucky,calloway",37191,90.5,5.2,2.4,1.8
977,"kentucky,campbell",90336,93.4,4.1,1.7,0.8
978,"kentucky,carlisle",5104,96.1,1.7,1.6,0.3
979,"kentucky,carroll",10811,88.6,3.8,7.3,0.6
980,"kentucky,carter",27720,97.2,1.4,1.2,0.2
981,"kentucky,casey",15955,96.1,1.4,2.4,0.2
982,"kentucky,christian",73955,68.6,24.5,6.1,1
983,"kentucky,clark",35613,91,6.2,2.5,0.4
984,"kentucky,clay",21730,92.9,5.1,1.8,0.1
985,"kentucky,clinton",10272,96,1.6,2.2,0.1
986,"kentucky,crittenden",9315,97.3,1.5,0.5,0.2
987,"kentucky,cumberland",6856,94.9,3.9,0.9,0.1
988,"kentucky,daviess",96656,90,6.6,2.6,0.7
989,"kentucky,edmonson",12161,96.5,2.3,0.8,0.2
990,"kentucky,elliott",7852,95.2,4,0.8,0.1
991,"kentucky,estill",14672,98.2,0.9,0.7,0.1
992,"kentucky,fayette",295803,73,17,6.9,3.2
993,"kentucky,fleming",14348,96.6,2.1,1,0.2
994,"kentucky,floyd",39451,97.9,1.3,0.6,0.2
995,"kentucky,franklin",49285,83.2,12.6,2.8,1.4
996,"kentucky,fulton",6813,73,25.4,0.8,0.7
997,"kentucky,gallatin",8589,92.6,3.4,4.3,0.2
998,"kentucky,garrard",16912,94.4,3,2.4,0.2
999,"kentucky,grant",24662,95.5,1.6,2.3,0.3
1000,"kentucky,graves",37121,87.8,6.2,5.7,0.3
1001,"kentucky,grayson",25746,96.7,2,1,0.2
1002,"kentucky,green",11258,95,3.3,1.4,0.2
1003,"kentucky,greenup",36910,96.9,1.7,0.8,0.5
1004,"kentucky,hancock",8565,96.7,1.9,1.1,0.2
1005,"kentucky,hardin",105543,77.8,15.2,5,2
1006,"kentucky,harlan",29278,95.7,3.2,0.7,0.3
1007,"kentucky,harrison",18846,94.7,3.2,1.8,0.2
1008,"kentucky,hart",18199,92.2,6.1,1.4,0.2
1009,"kentucky,henderson",46250,88.2,9.5,1.9,0.4
1010,"kentucky,henry",15416,92.6,4.4,2.9,0.2
1011,"kentucky,hickman",4902,87.7,10.8,1.2,0.2
1012,"kentucky,hopkins",46920,89.4,8.5,1.6,0.6
1013,"kentucky,jackson",13494,98.5,0.7,0.6,0.1
1014,"kentucky,jefferson",741096,70.5,23.1,4.4,2.2
1015,"kentucky,jessamine",48586,91.3,4.9,2.8,1
1016,"kentucky,johnson",23356,98,1,0.5,0.4
1017,"kentucky,kenton",159720,89.8,6.6,2.6,0.9
1018,"kentucky,knott",16346,98,1.3,0.6,0.1
1019,"kentucky,knox",31883,96.6,2.2,0.8,0.2
1020,"kentucky,larue",14193,92.3,4.7,2.8,0.2
1021,"kentucky,laurel",58849,96.4,1.7,1.2,0.5
1022,"kentucky,lawrence",15860,98.2,1,0.5,0.2
1023,"kentucky,lee",7887,95.9,3.1,0.7,0.1
1024,"kentucky,leslie",11310,98.6,0.8,0.4,0.1
1025,"kentucky,letcher",24519,98.4,0.8,0.5,0.2
1026,"kentucky,lewis",13870,98.4,0.8,0.6,0.1
1027,"kentucky,lincoln",24742,94.6,3.8,1.5,0.2
1028,"kentucky,livingston",9519,97.1,1.3,1.3,0.2
1029,"kentucky,logan",26835,89.2,8.1,2.4,0.2
1030,"kentucky,lyon",8314,92.3,6.4,0.9,0.3
1037,"kentucky,mccracken",65565,83.9,13.2,2.1,0.8
1038,"kentucky,mccreary",18306,90.4,7,2.1,0.1
1039,"kentucky,mclean",9531,97.3,1.4,1.1,0.1
1031,"kentucky,madison",82916,90.4,6.4,2.2,0.9
1032,"kentucky,magoffin",13333,98.3,0.8,0.7,0.1
1033,"kentucky,marion",19820,87.2,9.8,2.4,0.6
1034,"kentucky,marshall",31448,97.5,1,1.1,0.3
1035,"kentucky,martin",12929,89.2,7.5,3,0.2
1036,"kentucky,mason",17490,89.7,8.2,1.4,0.6
1040,"kentucky,meade",28602,90.6,5.8,3,0.6
1041,"kentucky,menifee",6306,96,3,0.8,0.1
1042,"kentucky,mercer",21331,92,5.4,2.3,0.4
1043,"kentucky,metcalfe",10099,96.3,2.4,1.1,0.1
1044,"kentucky,monroe",10963,94.1,3.2,2.6,0.1
1045,"kentucky,montgomery",26499,93.3,3.9,2.5,0.3
1046,"kentucky,morgan",13923,93.7,5,0.8,0.3
1047,"kentucky,muhlenberg",31499,93,5.6,1.2,0.1
1048,"kentucky,nelson",43437,90.9,6.6,2,0.5
1049,"kentucky,nicholas",7135,97,1.3,1.4,0.2
1050,"kentucky,ohio",23842,94.5,1.8,3.5,0.2
1051,"kentucky,oldham",60316,89.2,6,3.5,1.3
1052,"kentucky,owen",10841,95.6,1.9,2.3,0.2
1053,"kentucky,owsley",4755,98,0.9,0.8,0
1054,"kentucky,pendleton",14877,97.6,1.3,1,0.1
1055,"kentucky,perry",28712,96.2,2.5,0.6,0.5
1056,"kentucky,pike",65024,97.6,1.3,0.7,0.5
1057,"kentucky,powell",12613,97.2,1.5,1,0.1
1058,"kentucky,pulaski",63063,95.1,2.3,2.1,0.5
1059,"kentucky,robertson",2282,97.8,1.1,1,0.1
1060,"kentucky,rockcastle",17056,98.2,1,0.6,0.1
1061,"kentucky,rowan",23333,95.4,2.5,1.3,0.8
1062,"kentucky,russell",17565,94.9,1.5,3.3,0.2
1063,"kentucky,scott",47173,87.8,7,4.2,0.9
1064,"kentucky,shelby",42074,81,9.7,9.1,0.6
1065,"kentucky,simpson",17327,86.2,11.2,1.9,0.7
1066,"kentucky,spencer",17061,95.4,2.7,1.4,0.4
1067,"kentucky,taylor",24512,91.1,6.6,1.8,0.5
1068,"kentucky,todd",12460,86.7,9.4,4,0.1
1069,"kentucky,trigg",14339,88.4,9.9,1.2,0.3
1070,"kentucky,trimble",8809,95.4,1.5,2.5,0.4
1071,"kentucky,union",15007,84.3,13.5,1.6,0.3
1072,"kentucky,warren",113792,81.6,11.2,4.5,2.8
1073,"kentucky,washington",11717,88.8,7.7,3.4,0.3
1074,"kentucky,wayne",20813,94.1,2.7,2.9,0.3
1075,"kentucky,webster",13621,89.8,5.6,4.3,0.3
1076,"kentucky,whitley",35637,96.9,1.8,0.9,0.4
1077,"kentucky,wolfe",7355,98.5,0.7,0.6,0
1078,"kentucky,woodford",24939,86.4,6.7,6.7,0.5
1079,"louisiana,acadia",61773,78.6,19.4,1.7,0.2
1080,"louisiana,allen",25764,70.9,24.8,1.3,0.7
1081,"louisiana,ascension",107215,70.8,23.5,4.7,0.9
1082,"louisiana,assumption",23421,65.9,31.4,2.1,0.2
1083,"louisiana,avoyelles",42073,66.3,31.1,1.4,0.3
1084,"louisiana,beauregard",35654,80.6,15.5,2.8,0.6
1085,"louisiana,bienville",14353,54.7,43.6,1.4,0.2
1086,"louisiana,bossier",116979,69.2,23.1,6,1.6
1087,"louisiana,caddo",254969,47.8,48.6,2.4,1.1
1088,"louisiana,calcasieu",192768,69.4,26.7,2.6,1.1
1089,"louisiana,caldwell",10132,79.4,18.1,2.2,0.2
1090,"louisiana,cameron",6839,94.5,2.8,2.3,0.1
1091,"louisiana,catahoula",10407,66.7,32.2,0.9,0
1092,"louisiana,claiborne",17195,47,51.6,1,0.2
1093,"louisiana,concordia",20822,56.8,41.7,1,0.2
1094,"louisiana,de soto",26656,56.6,40.4,2.5,0.2
1095,"louisiana,east baton rouge",440171,47,46.7,3.7,2.8
1096,"louisiana,east carroll",7759,28.3,69.8,1.6,0.6
1097,"louisiana,east feliciana",20267,52.6,46.1,1,0.3
1098,"louisiana,evangeline",33984,67.9,29.4,2.3,0.3
1099,"louisiana,franklin",20767,66.7,32.3,0.9,0.2
1100,"louisiana,grant",22309,77.8,17.1,4.2,0.3
1101,"louisiana,iberia",73240,60.8,33.5,3.1,2.4
1102,"louisiana,iberville",33387,47.9,50.1,2,0.3
1103,"louisiana,jackson",16274,67.5,31,1.3,0.2
1104,"louisiana,jefferson",432552,56,28.5,12.4,3.9
1105,"louisiana,jefferson davis",31594,78.6,19.2,1.7,0.2
1107,"louisiana,lafayette",221578,67.2,27.4,3.9,1.5
1108,"louisiana,lafourche",96318,78,15,3.8,0.7
1106,"louisiana,la salle",14890,84.1,12.8,2.2,0.2
1109,"louisiana,lincoln",46735,54.2,41.6,2.5,1.7
1110,"louisiana,livingston",128026,90.1,6.2,3,0.5
1111,"louisiana,madison",12093,36.4,62,1.6,0.2
1112,"louisiana,morehouse",27979,50.9,47.9,0.9,0.4
1113,"louisiana,natchitoches",39566,53.4,43.5,1.9,0.3
1114,"louisiana,orleans",343829,30.5,61.9,5.2,2.9
1115,"louisiana,ouachita",153720,59.6,37.7,1.8,0.9
1116,"louisiana,plaquemines",23042,67.8,23.2,4.6,3.2
1117,"louisiana,pointe coupee",22802,60.3,37.3,2.2,0.2
1118,"louisiana,rapides",131613,62,33.7,2.6,1.2
1119,"louisiana,red river",9091,58.4,40.2,1.1,0.1
1120,"louisiana,richland",20725,61.3,36.9,1.6,0.3
1121,"louisiana,sabine",24233,69.2,20,3.4,0.2
1122,"louisiana,st bernard",35897,68.5,20.6,9.2,1.9
1123,"louisiana,st charles",52780,66.2,28.2,5,0.8
1124,"louisiana,st helena",11203,44.6,54.1,0.9,0.1
1125,"louisiana,st james",22102,47.4,51.2,1.2,0.1
1126,"louisiana,st john the baptist",45924,40,55,4.7,0.7
1127,"louisiana,st landry",83384,55.2,42.6,1.6,0.4
1128,"louisiana,st martin:north",NA,NA,NA,NA,NA
1129,"louisiana,st martin:south",NA,NA,NA,NA,NA
1130,"louisiana,st mary",54650,57.2,34.5,5.3,1.7
1131,"louisiana,st tammany",233740,80.6,13.2,4.7,1.3
1132,"louisiana,tangipahoa",121097,64.3,31.6,3.5,0.6
1133,"louisiana,tensas",5252,41.5,57.3,1.2,0.2
1134,"louisiana,terrebonne",111860,68.6,21,4,1
1135,"louisiana,union",22721,67.8,28,4.2,0.1
1136,"louisiana,vermilion",57999,79.8,15.7,2.4,2
1137,"louisiana,vernon",52334,72.2,18.3,7.2,1.8
1138,"louisiana,washington",47168,65.8,32.1,1.9,0.2
1139,"louisiana,webster",41207,63.3,34.7,1.6,0.3
1140,"louisiana,west baton rouge",23788,58.6,38.9,2.3,0.3
1141,"louisiana,west carroll",11604,80.5,16.7,2.6,0.2
1142,"louisiana,west feliciana",15625,51.2,47.1,1.6,0.2
1143,"louisiana,winn",15313,66,31.8,1.6,0.3
1144,"maine,androscoggin",107702,91.9,5.7,1.5,0.7
1145,"maine,aroostook",71870,95.1,2,0.9,0.4
1146,"maine,cumberland",281674,91.8,4.2,1.8,2
1147,"maine,franklin",30768,96.6,1.7,1,0.4
1148,"maine,hancock",54418,96.2,1.6,1.1,0.8
1149,"maine,kennebec",122151,95.4,2.3,1.2,0.7
1150,"maine,knox",39736,96.5,1.9,0.8,0.5
1151,"maine,lincoln",34457,97,1.4,0.8,0.5
1152,"maine,oxford",57833,96.1,1.9,1,0.6
1153,"maine,penobscot",153923,94.7,2.3,1.1,0.9
1154,"maine,piscataquis",17535,96.3,1.5,1,0.7
1155,"maine,sagadahoc",35293,95.4,2.3,1.3,0.8
1156,"maine,somerset",52228,96.6,1.7,0.8,0.6
1157,"maine,waldo",38786,96.6,1.8,0.9,0.4
1158,"maine,washington",32856,91.3,2.1,1.4,0.5
1159,"maine,york",197131,95.6,1.9,1.3,1.1
1160,"maryland,allegany",75087,88.2,9.6,1.4,0.8
1161,"maryland,anne arundel",537656,72.4,18.4,6.1,3.4
1162,"maryland,baltimore",1425990,47.58955273,44.68618812,4.2,3.824259146
1164,"maryland,calvert",88737,79.7,16.1,2.7,1.4
1165,"maryland,caroline",33066,78.2,16,5.5,0.6
1166,"maryland,carroll",167134,91.2,4.7,2.6,1.4
1167,"maryland,cecil",101108,87.4,8.4,3.4,1.1
1168,"maryland,charles",146551,48.4,44.7,4.3,3
1169,"maryland,dorchester",32618,66.2,29.6,3.5,0.9
1170,"maryland,frederick",233385,77.8,11.4,7.3,3.8
1171,"maryland,garrett",30097,97.3,1.7,0.7,0.3
1172,"maryland,harford",244826,79.2,15.2,3.5,2.4
1173,"maryland,howard",287085,59.2,21.1,5.8,14.4
1174,"maryland,kent",20197,78.1,16.9,4.5,0.8
1175,"maryland,montgomery",971777,49.3,21.2,17,13.9
1176,"maryland,prince georges",NA,NA,NA,NA,NA
1177,"maryland,queen annes",NA,NA,NA,NA,NA
1179,"maryland,st marys",NA,NA,NA,NA,NA
1178,"maryland,somerset",26470,52.1,44,3.3,0.7
1180,"maryland,talbot",37782,79,14.4,5.5,1.2
1181,"maryland,washington",147430,83.3,12.2,3.5,1.4
1182,"maryland,wicomico",98733,66.6,26.7,4.5,2.5
1183,"maryland,worcester",51454,80.3,15.4,3.2,1.1
1163,"maryland,baltimore city",NA,NA,NA,NA,NA
1184,"massachusetts,barnstable",215888,91.4,4.1,2.2,1.1
1185,"massachusetts,berkshire",131219,90.6,4.9,3.5,1.2
1186,"massachusetts,bristol",548285,85.6,5.9,6,1.9
1187,"massachusetts,dukes",16535,86.3,6.5,2.3,0.8
1188,"massachusetts,essex",743159,76,6.4,16.5,3.1
1189,"massachusetts,franklin",71372,92.4,3.2,3.2,1.3
1190,"massachusetts,hampden",463490,67.7,11.9,20.9,2
1191,"massachusetts,hampshire",158080,86.2,5,4.7,4.5
1192,"massachusetts,middlesex",1503085,76.5,7.2,6.5,9.3
1193,"massachusetts,nantucket",10172,80.5,8.6,9.4,1.2
1194,"massachusetts,norfolk",670850,80.3,7.6,3.3,8.6
1195,"massachusetts,plymouth",494919,83.9,9.8,3.2,1.2
1196,"massachusetts,suffolk",722023,48.1,25.6,19.9,8.2
1197,"massachusetts,worcester",798552,80.7,6.5,9.4,4
1198,"michigan,alcona",10942,97.1,1,1.1,0.2
1199,"michigan,alger",9601,85.5,9.1,1.2,0.3
1200,"michigan,allegan",111408,89.7,3.1,6.7,0.6
1201,"michigan,alpena",29598,96.7,1.3,1,0.5
1202,"michigan,antrim",23580,95.6,1.6,1.7,0.2
1203,"michigan,arenac",15899,95.8,1.5,1.4,0.2
1204,"michigan,baraga",8860,74.5,11.6,1,0.1
1205,"michigan,barry",59173,95.5,1.7,2.3,0.4
1206,"michigan,bay",107771,91.2,3.8,4.7,0.5
1207,"michigan,benzie",17525,95.1,1.7,1.7,0.3
1208,"michigan,berrien",156813,76.1,17.7,4.5,1.6
1209,"michigan,branch",45248,90.9,4.6,4,0.5
1210,"michigan,calhoun",136146,79.8,14,4.5,1.6
1211,"michigan,cass",52293,87.4,8.4,3,0.6
1212,"michigan,charlevoix",25949,94.8,2.1,1.4,0.4
1213,"michigan,cheboygan",26152,93,3.1,0.8,0.3
1214,"michigan,chippewa",38520,71.5,11.2,1.2,0.6
1215,"michigan,clare",30926,95.8,1.9,1.5,0.3
1216,"michigan,clinton",75382,90.5,4,3.9,1.5
1217,"michigan,crawford",14074,96.5,1.5,1.3,0.4
1218,"michigan,delta",37069,94.2,2.3,0.9,0.4
1219,"michigan,dickinson",26168,96.6,1.6,1,0.5
1220,"michigan,eaton",107759,84.9,8.9,4.7,1.7
1221,"michigan,emmet",32694,92.2,2.7,1.3,0.5
1222,"michigan,genesee",425790,72.7,23.3,3,0.9
1223,"michigan,gladwin",25692,96.9,1.2,1.2,0.3
1224,"michigan,gogebic",16427,91.1,5.5,0.9,0.2
1225,"michigan,grand traverse",86986,93.3,2.9,2.2,0.7
1226,"michigan,gratiot",42476,87.4,6.9,5.4,0.3
1227,"michigan,hillsdale",46688,95.9,1.7,1.8,0.4
1228,"michigan,houghton",36628,93.6,1.9,1.1,2.9
1229,"michigan,huron",33118,96.1,1.3,2,0.4
1230,"michigan,ingham",280895,72.4,15.7,7.3,5.2
1231,"michigan,ionia",63905,89.1,6.2,4.4,0.4
1232,"michigan,iosco",25887,95.5,2,1.6,0.5
1233,"michigan,iron",11817,96.2,1.5,1.4,0.3
1234,"michigan,isabella",70311,87.5,5.2,3.1,1.6
1235,"michigan,jackson",160248,85.9,10.5,3,0.7
1236,"michigan,kalamazoo",250331,79.9,14.2,4,2.1
1237,"michigan,kalkaska",17153,95.9,1.9,1.2,0.2
1238,"michigan,kent",602622,76,12.7,9.7,2.3
1239,"michigan,keweenaw",2156,98.2,1.3,0.7,0
1240,"michigan,lake",11539,85.8,11.8,2.1,0.1
1241,"michigan,lapeer",88319,93,2.4,4.1,0.3
1242,"michigan,leelanau",21708,91.2,2,3.7,0.4
1243,"michigan,lenawee",99892,87.6,4.7,7.6,0.5
1244,"michigan,livingston",180967,95.3,1.7,1.9,0.8
1245,"michigan,luce",6631,79.6,14.2,1.2,0.3
1246,"michigan,mackinac",11113,75.7,5.8,1.1,0.2
1247,"michigan,macomb",840978,83.9,10.7,2.3,3
1248,"michigan,manistee",24733,90.6,4.8,2.6,0.3
1249,"michigan,marquette",67077,93,3.7,1.1,0.6
1250,"michigan,mason",28705,92.6,2.5,4,0.5
1251,"michigan,mecosta",42798,92.6,4.7,1.7,0.7
1252,"michigan,menominee",24029,94.5,1.5,1.2,0.3
1253,"michigan,midland",83629,93.1,2.7,2,1.9
1254,"michigan,missaukee",14849,95.8,1.5,2.1,0.3
1255,"michigan,monroe",152021,92.5,3.9,3.1,0.6
1256,"michigan,montcalm",63342,92.6,3.9,3.1,0.4
1257,"michigan,montmorency",9765,96.9,1.6,1,0.2
1258,"michigan,muskegon",172188,77.3,17.3,4.8,0.5
1259,"michigan,newaygo",48460,91,2.7,5.5,0.4
1260,"michigan,oakland",1202362,75.1,15.8,3.5,5.6
1261,"michigan,oceana",26570,83.7,2.4,13.7,0.2
1262,"michigan,ogemaw",21699,96.2,1.6,1.4,0.4
1263,"michigan,ontonagon",6780,96.5,1.4,0.9,0.2
1264,"michigan,osceola",23528,95.8,2.2,1.5,0.2
1265,"michigan,oscoda",8640,97,1.5,0.9,0.1
1266,"michigan,otsego",24164,96,1.8,1.2,0.4
1267,"michigan,ottawa",263801,85.7,3.5,8.6,2.6
1268,"michigan,presque isle",13376,97,1.4,0.9,0.3
1269,"michigan,roscommon",24449,96.5,1.6,1.1,0.3
1270,"michigan,saginaw",200169,70.5,21.5,7.8,1.1
1274,"michigan,st clair",163040,92.1,4.5,2.9,0.5
1275,"michigan,st joseph",61295,88,4.8,6.6,0.7
1271,"michigan,sanilac",43114,94.8,1.5,3.3,0.3
1272,"michigan,schoolcraft",8485,87.1,3.4,0.8,0.2
1273,"michigan,shiawassee",70648,95.2,1.9,2.4,0.4
1276,"michigan,tuscola",55729,94.3,2.4,2.8,0.3
1277,"michigan,van buren",76258,82.7,6.7,10.2,0.4
1278,"michigan,washtenaw",344791,72.1,16.1,4,7.9
1279,"michigan,wayne",1820584,49.6,42.9,5.2,2.5
1280,"michigan,wexford",32735,95.5,1.9,1.6,0.6
1281,"minnesota,aitkin",16202,95,1.6,0.9,0.2
1282,"minnesota,anoka",330844,85.2,7,3.6,3.9
1283,"minnesota,becker",32504,87.8,3.4,1.2,0.4
1284,"minnesota,beltrami",44442,74.4,3.7,1.5,0.7
1285,"minnesota,benton",38451,93.5,3.5,1.6,1.1
1286,"minnesota,big stone",5269,97.7,1,0.8,0.1
1287,"minnesota,blue earth",64013,91.2,4.3,2.5,2
1288,"minnesota,brown",25893,95.2,0.9,3.3,0.6
1289,"minnesota,carlton",35386,88.9,3.8,1.4,0.5
1290,"minnesota,carver",91042,90.7,2.8,3.9,2.7
1291,"minnesota,cass",28567,85.4,2.4,1.2,0.3
1292,"minnesota,chippewa",12441,91.4,1.8,4.9,0.5
1293,"minnesota,chisago",53887,94.7,2.4,1.5,0.9
1294,"minnesota,clay",58999,90.6,3.6,3.5,1.4
1295,"minnesota,clearwater",8695,86.7,3.4,1.4,0.2
1296,"minnesota,cook",5176,87.5,2.5,1.1,0.5
1297,"minnesota,cottonwood",11687,89.3,2,6.2,2.7
1298,"minnesota,crow wing",62500,96,2,1,0.4
1299,"minnesota,dakota",398552,82.3,7.6,6,4.4
1300,"minnesota,dodge",20087,93.5,1.7,4.6,0.4
1301,"minnesota,douglas",36009,97.1,1.3,0.9,0.5
1302,"minnesota,faribault",14553,92.9,1.2,5.6,0.3
1303,"minnesota,fillmore",20866,97.6,1.1,1,0.3
1304,"minnesota,freeborn",31255,88.6,2.4,8.8,0.8
1305,"minnesota,goodhue",46183,93.2,2.5,2.9,0.6
1306,"minnesota,grant",6018,96.9,1.5,1.6,0.2
1307,"minnesota,hennepin",1152425,71.7,15.1,6.7,6.2
1308,"minnesota,houston",19027,97.1,1.7,0.7,0.5
1309,"minnesota,hubbard",20428,93.6,2,1.6,0.2
1310,"minnesota,isanti",37816,95.1,2.3,1.5,0.8
1311,"minnesota,itasca",45058,93.1,2.4,0.9,0.3
1312,"minnesota,jackson",10266,94.5,1.5,2.7,1.4
1313,"minnesota,kanabec",16239,96.1,1.9,1.3,0.3
1314,"minnesota,kandiyohi",42239,85.1,3.5,11.2,0.4
1315,"minnesota,kittson",4552,97.4,0.8,1.5,0.4
1316,"minnesota,koochiching",13311,94,2.5,1.1,0.3
1317,"minnesota,lac qui parle",7259,97,1.1,1.5,0.4
1318,"minnesota,lake",10866,97.2,1.4,0.7,0.3
1319,"minnesota,lake of the woods",4045,95.5,2.4,0.9,0.8
1320,"minnesota,le sueur",27703,92.7,1.5,5.2,0.6
1321,"minnesota,lincoln",5896,97.5,0.9,1.2,0.2
1322,"minnesota,lyon",25857,87.5,3.8,6,2.6
1326,"minnesota,mcleod",36651,92.8,1.5,4.9,0.7
1323,"minnesota,mahnomen",5413,49.8,8.8,1.8,0.1
1324,"minnesota,marshall",9439,94.8,1.1,3.6,0.2
1325,"minnesota,martin",20840,94.8,1.2,3.6,0.5
1327,"minnesota,meeker",23300,95.4,1.1,3.3,0.3
1328,"minnesota,mille lacs",26097,90.4,2.2,1.4,0.3
1329,"minnesota,morrison",33198,96.9,1.5,1.2,0.3
1330,"minnesota,mower",39163,84.2,3.9,10.6,1.7
1331,"minnesota,murray",8725,95.4,1.1,2.8,0.9
1332,"minnesota,nicollet",32727,91.5,3.5,3.7,1.3
1333,"minnesota,nobles",21378,67.2,5.3,22.5,5.5
1334,"minnesota,norman",6852,91.8,2.5,4,0.4
1335,"minnesota,olmsted",144248,83.4,7,4.2,5.4
1336,"minnesota,otter tail",57303,94.7,2,2.6,0.5
1337,"minnesota,pennington",13930,92.4,3.2,2.7,0.6
1338,"minnesota,pine",29750,90.5,3.9,2.4,0.4
1339,"minnesota,pipestone",9596,92.5,2.5,3.7,0.7
1340,"minnesota,polk",31600,90.2,3,5.4,0.7
1341,"minnesota,pope",10995,97.5,1.2,0.9,0.4
1342,"minnesota,ramsey",508640,66.9,14.5,7.2,11.7
1343,"minnesota,red lake",4089,94.8,1.7,2.5,0.1
1344,"minnesota,redwood",16059,87.9,2.4,2.1,3.2
1345,"minnesota,renville",15730,91.2,1.3,6.6,0.3
1346,"minnesota,rice",64142,85.1,5,8,2
1347,"minnesota,rock",9687,95.4,1.8,2,0.5
1348,"minnesota,roseau",15629,94,1.6,0.7,2.5
1352,"minnesota,st louis",200226,92.3,3.6,1.2,0.9
1349,"minnesota,scott",129928,84.5,4.9,4.4,5.7
1350,"minnesota,sherburne",88499,92.6,3.6,2.2,1.3
1351,"minnesota,sibley",15226,90.9,1.5,7.2,0.6
1353,"minnesota,stearns",150642,90.6,4.6,2.8,2
1354,"minnesota,steele",36576,89,4.2,6.2,0.8
1355,"minnesota,stevens",9726,91.8,2.5,3.5,1.5
1356,"minnesota,swift",9783,94.8,1.4,3.6,0.2
1357,"minnesota,todd",24895,92.6,1.7,5.2,0.4
1358,"minnesota,traverse",3558,93.4,1.5,1.4,0.1
1359,"minnesota,wabasha",21676,95.6,1.4,2.7,0.4
1360,"minnesota,wadena",13843,95.8,2.3,1.3,0.3
1361,"minnesota,waseca",19136,90.4,3.5,5.1,0.7
1362,"minnesota,washington",238136,85.7,5.7,3.4,5.1
1363,"minnesota,watonwan",11211,77,1.9,20.9,0.8
1364,"minnesota,wilkin",6576,95.7,1.3,2,0.3
1365,"minnesota,winona",51461,92.9,2.4,2.4,2.1
1366,"minnesota,wright",124700,93.7,2.6,2.4,1.2
1367,"minnesota,yellow medicine",10438,91.8,1.4,3.8,0.3
1368,"mississippi,adams",32297,38.7,54.9,6.7,0.4
1369,"mississippi,alcorn",37057,84.5,12.4,2.7,0.3
1370,"mississippi,amite",13131,57.2,41.9,0.8,0.1
1371,"mississippi,attala",19564,55.5,42.6,1.7,0.3
1372,"mississippi,benton",8729,59.9,38.3,1.7,0.1
1373,"mississippi,bolivar",34145,32.9,64.8,1.9,0.6
1374,"mississippi,calhoun",14962,65.8,28.9,5.4,0.1
1375,"mississippi,carroll",10597,65.4,33.6,1,0.2
1376,"mississippi,chickasaw",17392,53.2,43,3.7,0.3
1377,"mississippi,choctaw",8547,67.9,31.2,0.9,0.1
1378,"mississippi,claiborne",9604,14.1,85,0.8,0.4
1379,"mississippi,clarke",16732,63.8,35,0.8,0.2
1380,"mississippi,clay",20634,40.1,58.8,1,0.2
1381,"mississippi,coahoma",26151,22.6,76,1.1,0.5
1382,"mississippi,copiah",29449,45.5,51.6,2.6,0.3
1383,"mississippi,covington",19568,62.4,35.7,1.9,0.2
1384,"mississippi,de soto",NA,NA,NA,NA,NA
1385,"mississippi,forrest",74934,58.4,37.5,3.5,0.7
1386,"mississippi,franklin",8118,64.4,34.9,0.6,0.1
1387,"mississippi,george",22578,88.6,9,2,0.2
1388,"mississippi,greene",14400,72,26.9,0.9,0.1
1389,"mississippi,grenada",21906,56.4,42.5,0.9,0.3
1390,"mississippi,hancock",43929,86.3,9.3,3.3,1
1391,"mississippi,harrison",187105,67.2,24.8,5.3,2.8
1392,"mississippi,hinds",245285,28,69.9,1.5,0.8
1393,"mississippi,holmes",19198,15.6,84,0.7,0.2
1394,"mississippi,humphreys",9375,22.8,75.3,2.2,0.2
1395,"mississippi,issaquena",1406,34.3,64.7,0.6,0.4
1396,"mississippi,itawamba",23401,91.8,6.5,1.3,0.2
1397,"mississippi,jackson",139668,69.9,23.4,4.6,2.2
1398,"mississippi,jasper",17062,46,53.2,0.8,0.1
1399,"mississippi,jefferson",7726,13.7,86,0.4,0
1400,"mississippi,jefferson davis",12487,38.5,60.6,0.8,0.1
1401,"mississippi,jones",67761,65.6,29.2,4.7,0.4
1402,"mississippi,kemper",10456,35.1,60.9,0.5,0.1
1403,"mississippi,lafayette",47351,70.8,24.7,2.3,2.1
1404,"mississippi,lamar",55658,76,20.7,2.2,1.2
1405,"mississippi,lauderdale",80261,54,43.6,1.8,0.7
1406,"mississippi,lawrence",12929,66.3,31.5,2.1,0.3
1407,"mississippi,leake",23805,48.8,41.4,4.3,0.2
1408,"mississippi,lee",82910,68.6,28.5,2.4,0.6
